seller_id_values,seller_city,seller_state,total_products,total_orders,Revenue_2016,Revenue_2017,Revenue_2018,total_revenue
S02325,guaruja,SP,3,3,0,520.84,0,520.84
S02327,piracicaba,SP,6,6,0,336.75,0,336.75
S02344,sa~o paulo,SP,9,9,0,491.21,0,491.21
S02349,sa~o paulo,SP,2,2,0,101.68,0,101.68
S02354,brusque,SC,122,122,0,0,19108.6,19108.6
S02355,criciuma,SC,9,9,0,0,774.16,774.16
S01454,itu,SP,5,5,0,0,260.87,260.87
S01457,birigui,SP,2,2,0,2630.68,0,2630.68
S01459,Brasilia,DF,14,14,0,713.53,713.53,1427.06
S01460,ribeirao preto,SP,6,6,0,644.78,644.78,1289.56
S01461,sorocaba,SP,2,2,0,353.63,0,353.63
S01464,xaxim,SC,2,2,0,410.42,410.42,820.84
S01467,São Bernardo do Campo,SP,134,134,0,8436.48999999999,8436.48999999999,16872.98
S01476,osasco,SP,9,9,0,1745.99,1745.99,3491.98
S01481,recife,PE,6,6,0,3068.85,3068.85,6137.7
S01484,sa~o paulo,SP,2,2,0,0,152.04,152.04
S01487,marilia,SP,33,33,0,2394.46,0,2394.46
S01489,rio de janeiro,RJ,24,24,0,11113.2,11113.2,22226.4
S01490,ribeirao preto,SP,2,2,0,653.75,0,653.75
S01494,sa~o paulo,SP,2,2,0,329.61,0,329.61
S01497,rio de janeiro,RJ,1,1,0,116.04,0,116.04
S01498,cascavel,PR,143,143,0,19105.14,19105.14,38210.28
S01501,londrina,PR,1,1,112.78,0,0,112.78
S01506,sa~o paulo,SP,1166,1166,0,162213.67,162213.67,324427.34
S01510,laranjal paulista,SP,222,222,0,19313.06,0,19313.06
S01513,ibitinga,SP,170,170,0,0,24445.08,24445.08
S01514,rio bonito,RJ,2,2,0,0,237.6,237.6
S01517,sa~o paulo,SP,97,97,0,11035.16,11035.16,22070.32
S01519,sao jose do rio preto,SP,22,22,0,10561.09,10561.09,21122.18
S01523,osasco,SP,11,11,0,0,491.01,491.01
S01541,ribeirao preto,SP,566,566,0,0,121037.02,121037.02
S01542,barra velha,SC,5,5,0,0,451.38,451.38
S01546,sa~o paulo,SP,5,5,0,0,207.38,207.38
S01554,cascavel,PR,2,2,0,0,380.17,380.17
S01555,campo grande,MS,5,5,0,0,1171.96,1171.96
S01557,Belo Horizonte,MG,23,23,0,1473.63,0,1473.63
S01558,cambe,PR,1,1,0,242.03,0,242.03
S01564,Brasilia,DF,24,24,0,1689.35,1689.35,3378.7
S01567,criciuma,SC,20,20,0,4471.92,4471.92,8943.84
S01568,sa~o paulo,SP,22,22,0,3818.56,3818.56,7637.12
S01569,valinhos,SP,5,5,0,0,353.01,353.01
S01571,sa~o paulo,SP,3,3,0,0,122.98,122.98
S01572,mogi mirim,SP,38,38,0,0,2377.83,2377.83
S01576,guarulhos,SP,16,16,0,0,1403.38,1403.38
S01585,sa~o paulo,SP,1,1,0,126.34,0,126.34
S01588,florianopolis,SC,2,2,0,433.92,0,433.92
S01590,sao carlos,SP,16,16,0,1413.4,1413.4,2826.8
S01594,tiete,SP,11,11,1783.89,1783.89,0,3567.78
S01597,São José dos Pinhais,PR,73,73,0,11235.27,11235.27,22470.54
S01599,presidente prudente,SP,46,46,0,0,4201.48,4201.48
S01608,marilia,SP,21,21,2815.72,2815.72,0,5631.44
S01613,araraquara,SP,66,66,0,44207.42,44207.42,88414.84
S01614,sa~o paulo,SP,44,44,0,5188.34,5188.34,10376.68
S01619,rio de janeiro,RJ,5,5,0,806.88,806.88,1613.76
S01622,vila velha,SP,1,1,0,105.74,0,105.74
S01625,mage,RJ,47,47,6629.79,6629.79,6629.79,19889.37
S01627,congonhal,MG,100,100,0,23869.54,23869.54,47739.08
S01632,blumenau,SC,1,1,0,30.66,0,30.66
S01635,atibaia,SP,32,32,0,0,3025.93,3025.93
S01637,lencois paulista,SP,10,10,0,0,837.13,837.13
S01641,Belo Horizonte,MG,510,510,23411.53,23411.53,23411.53,70234.59
S01648,rio de janeiro,RJ,19,19,0,1691.17,1691.17,3382.34
S01656,pocos de caldas,MG,49,49,0,3740.49,3740.49,7480.98
S01663,sa~o paulo,SP,15,15,0,0,963.06,963.06
S01664,nhandeara,SP,1,1,0,0,313.61,313.61
S01666,bom jesus dos perdoes,SP,3,3,203.48,203.48,0,406.96
S01669,curitiba,PR,5,5,0,394.46,394.46,788.92
S01678,sa~o paulo,SP,95,95,0,5336.43,5336.43,10672.86
S01686,osasco,SP,7,7,0,1540.2,1540.2,3080.4
S01693,jaci,SP,2,2,0,416.21,0,416.21
S02304,sa~o paulo,SP,2,2,0,155.25,0,155.25
S02308,sa~o paulo,SP,36,36,0,0,2248.86,2248.86
S02309,ribeirao preto,SP,4,4,0,665.46,0,665.46
S02315,sa~o paulo,SP,2,2,0,0,4874.32,4874.32
S02317,sao carlos,SP,43,43,0,0,2662.92,2662.92
S02324,laurentino,SC,1,1,0,0,37.56,37.56
S02329,garca,SP,17,17,0,0,5252.84,5252.84
S02330,sa~o paulo,SP,1,1,34.62,0,0,34.62
S02331,sa~o paulo,SP,1,1,0,0,451.28,451.28
S02336,rio de janeiro,RJ,1,1,0,24,0,24
S02343,rio de janeiro,RJ,1,1,0,0,73.89,73.89
S02348,curitiba,PR,2,2,0,565.9,0,565.9
S02353,ribeirao preto,SP,3,3,0,0,223.52,223.52
S02358,sa~o paulo,SP,9,9,0,5993.92,5993.92,11987.84
S02360,sa~o paulo,SP,12,12,0,765,765,1530
S02361,guara,SP,247,247,0,40504.15,40504.15,81008.3
S02366,curitiba,PR,280,280,0,45612.77,45612.77,91225.54
S02370,apucarana,PR,3,3,0,0,514.93,514.93
S02372,osasco,SP,11,11,0,628.63,0,628.63
S02375,sao caetano do sul,SP,4,4,0,376.59,0,376.59
S02377,vera cruz,SP,2,2,0,141.33,0,141.33
S02380,fortaleza,CE,11,11,0,0,1136.52,1136.52
S02381,curitiba,PR,15,15,0,2046.89,2046.89,4093.78
S02386,neopolis,SE,5,5,0,695.59,695.59,1391.18
S02393,guarulhos,SP,41,41,0,0,13652.89,13652.89
S02398,imbe,RS,9,9,0,3628.17,3628.17,7256.34
S02402,sa~o paulo,SP,10,10,0,682.12,682.12,1364.24
S02410,concordia,SC,24,24,0,4050.79,4050.79,8101.58
S02422,porto alegre,RS,2,2,0,0,971.28,971.28
S02431,campo largo,PR,58,58,0,12299.77,12299.77,24599.54
S02434,tocantins,SP,1,1,0,96.1,0,96.1
S02435,itaipulandia,PR,9,9,0,1286,0,1286
S02437,arapongas,PR,1,1,0,1350.5,0,1350.5
S02443,sa~o paulo,SP,7,7,0,1267.48,0,1267.48
S02446,paulinia,SP,10,10,0,318.31,318.31,636.62
S02448,sa~o paulo,SP,50,50,0,0,3826.83,3826.83
S02452,sa~o paulo,SP,78,78,0,8151.26,8151.26,16302.52
S02458,sa~o paulo,SP,207,207,14153.68,14153.68,14153.68,42461.0400000001
S02461,sumare,SP,10,10,0,1014.62,1014.62,2029.24
S02463,avare,SP,1,1,0,0,60.19,60.19
S02464,pocos de caldas,MG,2,2,0,0,70.18,70.18
S02465,sa~o paulo,SP,2,2,0,0,507.43,507.43
S02467,rio claro,SP,2,2,0,265.51,0,265.51
S02469,sa~o paulo,SP,12,12,0,4888.68,4888.68,9777.36
S02470,florianopolis,SC,1,1,0,540.28,0,540.28
S02474,niteroi,RJ,1,1,0,0,1789.02,1789.02
S02477,santana de parnaiba,SP,2,2,0,422.25,0,422.25
S02481,curitiba,PR,27,27,0,5583.24,5583.24,11166.48
S02484,sao jose do rio preto,SP,55,55,0,0,7471.83,7471.83
S02485,curitiba,PR,2,2,0,508.63,0,508.63
S02487,pato bragado,PR,3,3,0,231.96,0,231.96
S02489,blumenau,SC,1,1,0,0,596.56,596.56
S02496,nova odessa,SP,12,12,0,0,880.23,880.23
S02498,ribeirao preto,SP,126,126,0,19652.35,19652.35,39304.7
S02505,suzano,SP,1,1,0,63.52,0,63.52
S02508,cotia,SP,15,15,0,0,483.06,483.06
S02511,sa~o paulo,SP,25,25,0,0,2770.93,2770.93
S02516,rio de janeiro,RJ,5,5,0,0,397,397
S02522,uba,MG,16,16,0,6417.86,6417.86,12835.72
S02525,sa~o paulo,SP,20,20,0,0,2228.11,2228.11
S02528,cotia,SP,17,17,0,0,2641.44,2641.44
S02533,sa~o paulo,SP,3,3,0,0,354.37,354.37
S02540,curitiba,PR,1,1,0,136.04,0,136.04
S02544,jacutinga,MG,12,12,0,0,1477.38,1477.38
S02547,ibitinga,SP,98,98,0,5472.44,5472.44,10944.88
S02357,mesquita,RJ,19,19,0,1462.73,1462.73,2925.46
S02359,lencois paulista,SP,1,1,0,0,218.95,218.95
S02363,rio de janeiro,RJ,2,2,0,0,165.5,165.5
S02368,sa~o paulo,SP,1,1,0,0,30.13,30.13
S02371,curitiba,PR,7,7,0,358.97,358.97,717.94
S02376,mogi das cruzes,SP,4,4,0,0,5760.96,5760.96
S02383,indaiatuba,SP,13,13,0,0,13211.87,13211.87
S02388,guaruja,SP,7,7,0,0,1052.35,1052.35
S02394,atibaia,SP,1,1,0,0,332.25,332.25
S02399,registro,SP,45,45,0,0,13682.25,13682.25
S02400,caxias do sul,RS,14,14,0,0,1951.73,1951.73
S02411,pacatuba,CE,1,1,0,224.75,0,224.75
S02414,maringa,PR,4,4,0,229.83,229.83,459.66
S02417,sa~o paulo,SP,1,1,0,0,1511.86,1511.86
S02420,Belo Horizonte,MG,4,4,519.83,0,0,519.83
S02427,sa~o paulo,SP,15,15,0,0,736.2,736.2
S02433,pitangueiras,SP,1,1,0,0,93.53,93.53
S02436,sa~o paulo,SP,1,1,0,148.68,0,148.68
S02438,petropolis,RJ,14,14,0,971.01,971.01,1942.02
S02439,itaquaquecetuba,SP,84,84,0,13633.63,13633.63,27267.26
S02442,sorocaba,SP,8,8,0,0,862.43,862.43
S02466,barueri,SP,1,1,0,49.12,0,49.12
S02468,sa~o paulo,SP,51,51,0,3691.03,3691.03,7382.06
S02471,bady bassitt,SP,16,16,0,3115.85,0,3115.85
S02473,vila velha,ES,11,11,0,0,1008.97,1008.97
S02475,santa rita do sapucai,MG,68,68,0,10554.49,10554.49,21108.98
S02476,sa~o paulo,SP,10,10,0,705.56,0,705.56
S02483,divinopolis,MG,36,36,0,0,5510.11,5510.11
S02486,ibitinga,SP,763,763,73641.12,73641.12,73641.12,220923.36
S02488,sombrio,SC,12,12,0,12785.73,0,12785.73
S02492,taubate,SP,26,26,0,3051.29,3051.29,6102.58
S02501,mirassol,SP,17,17,0,0,1321.86,1321.86
S02502,sa~o paulo,SP,7,7,0,0,496.03,496.03
S02506,rio de janeiro,RJ,1,1,0,0,174.21,174.21
S02513,04482255,RJ,1,1,0,416.45,0,416.45
S02521,sa~o paulo,SP,9,9,0,15150.37,15150.37,30300.74
S02526,ilheus,BA,18,18,8676.31,8676.31,8676.31,26028.93
S02530,sa~o paulo,SP,13,13,1367.92,1367.92,0,2735.84
S02534,sa~o paulo,SP,9,9,0,1121.92,1121.92,2243.84
S02537,sao jose dos campos,SP,6,6,0,0,550.51,550.51
S02539,curitiba,PR,1,1,0,254.01,0,254.01
S02542,nova lima,MG,11,11,0,1348.53,1348.53,2697.06
S02545,rio de janeiro,RJ,1,1,0,0,298.05,298.05
S02548,londrina,PR,39,39,0,31954.84,31954.84,63909.68
S02551,massaranduba,SC,17,17,0,0,2715.1,2715.1
S02552,americana,SP,1,1,0,0,444.07,444.07
S02556,arapongas,PR,2,2,0,0,196.4,196.4
S02560,aperibe,RJ,19,19,0,1812.61,1812.61,3625.22
S02564,sa~o paulo,SP,2,2,0,0,166.99,166.99
S02567,mococa,SP,34,34,0,2647.67,2647.67,5295.34
S02569,santo andre,SP,11,11,0,0,1247.73,1247.73
S02570,sa~o paulo,SP,2,2,0,63.55,0,63.55
S02573,toledo,PR,12,12,0,652.09,0,652.09
S02580,divinopolis,MG,3,3,0,0,782.23,782.23
S02584,sa~o paulo,SP,7,7,0,0,309.7,309.7
S02587,sa~o paulo,SP,34,34,0,4530.5,4530.5,9061
S02589,curitiba,PR,23,23,0,7497.16,7497.16,14994.32
S02592,cotia,SP,60,60,0,20153.04,20153.04,40306.08
S02595,ribeirao das neves,MG,41,41,0,5781.47,0,5781.47
S02598,salto,SP,93,93,0,0,13141.32,13141.32
S02604,londrina,PR,1,1,0,0,1556.7,1556.7
S02608,sa~o paulo,SP,1,1,0,0,108.72,108.72
S02609,belford roxo,RJ,1,1,0,0,47.14,47.14
S02612,sa~o paulo,SP,1,1,0,0,149.04,149.04
S02549,ibitinga,SP,567,567,0,27892.35,27892.35,55784.7
S02555,sao carlos,SP,9,9,0,0,907.86,907.86
S02558,atibaia,SP,7,7,0,454.66,0,454.66
S02563,divinopolis,MG,28,28,0,5400.39,5400.39,10800.78
S02571,sa~o paulo,SP,1,1,87.29,0,0,87.29
S02576,atibaia,SP,12,12,0,0,1724.81,1724.81
S02583,sa~o paulo,SP,2,2,0,84.2,84.2,168.4
S02590,piracicaba,SP,2,2,0,5766.59,5766.59,11533.18
S02594,rio de janeiro,RJ,16,16,0,0,1164.38,1164.38
S02597,sa~o paulo,SP,14,14,0,0,2233.82,2233.82
S02599,araraquara,SP,6,6,0,6404.34,6404.34,12808.68
S02600,sa~o paulo,SP,2,2,0,0,181.13,181.13
S02601,osasco,SP,29,29,0,12204.57,12204.57,24409.14
S02607,sa~o paulo,SP,4,4,0,381.56,0,381.56
S02614,mandaguacu,PR,6,6,0,0,352.27,352.27
S02618,praia grande,SP,535,535,0,50060.92,50060.92,100121.84
S02619,formiga,MG,77,77,0,0,17403.81,17403.81
S02620,curitiba,PR,14,14,0,3229.52,3229.52,6459.04
S02621,mombuca,SP,33,33,0,3624.01,3624.01,7248.02
S02624,baependi,MG,102,102,0,16014.74,16014.74,32029.48
S02627,porto alegre,RS,174,174,0,9787.16000000001,9787.16000000001,19574.32
S02628,sa~o paulo,SP,55,55,0,0,2062.47,2062.47
S02629,ponta grossa,PR,1,1,0,0,79.08,79.08
S02632,olimpia,SP,3,3,0,0,270.49,270.49
S02635,sa~o paulo,SP,11,11,0,0,914.13,914.13
S02643,santo andre,SP,17,17,0,0,1446.36,1446.36
S02646,sa~o paulo,SP,1,1,0,99.34,0,99.34
S02656,curitiba,PR,4,4,0,362.97,362.97,725.94
S02657,borda da mata,MG,414,414,0,40128.87,40128.87,80257.74
S02662,São José dos Pinhais,PR,1,1,0,0,144.44,144.44
S02665,maringa,PR,4,4,0,0,481.48,481.48
S02672,Belo Horizonte,MG,109,109,12572.04,12572.04,12572.04,37716.12
S02682,campos novos,SC,1,1,0,190.98,0,190.98
S02685,petropolis,RJ,1,1,0,0,175.09,175.09
S02693,sa~o paulo,SP,5,5,0,374.03,0,374.03
S02696,itajai,SC,16,16,0,1946.45,1946.45,3892.9
S02703,curitiba,PR,19,19,0,0,2054,2054
S02723,sa~o paulo,SP,1,1,0,0,928.7,928.7
S02730,maua,SP,202,202,0,13809.58,0,13809.58
S02732,rolandia,PR,39,39,0,7600.25,7600.25,15200.5
S02736,engenheiro coelho,SP,16,16,0,0,979.83,979.83
S02737,sa~o paulo,SP,3,3,0,7114.69,0,7114.69
S02738,sa~o paulo,SP,3,3,0,0,1405.83,1405.83
S02741,sa~o paulo,SP,3,3,0,182.04,0,182.04
S02744,joinville,SC,7,7,0,0,1584.02,1584.02
S02753,sa~o paulo,SP,2,2,0,0,231.34,231.34
S02754,sao pedro,SP,12,12,0,0,1464.06,1464.06
S02760,Belo Horizonte,MG,2,2,0,0,870.21,870.21
S02762,rio de janeiro,RJ,7,7,0,0,1167.23,1167.23
S02765,maringa,PR,3,3,0,356.34,356.34,712.68
S02766,nova iguacu,RJ,1,1,0,0,250.88,250.88
S02767,limeira,SP,245,245,0,10794.9,10794.9,21589.8
S02768,sa~o paulo,SP,121,121,16398.86,16398.86,16398.86,49196.58
S02769,santo andre,SP,3,3,0,153.04,153.04,306.08
S02778,sa~o paulo,SP,13,13,0,643.55,0,643.55
S02780,sa~o paulo,SP,63,63,0,5442.12,5442.12,10884.24
S02782,sa~o paulo,SP,8,8,0,0,796.47,796.47
S02785,sa~o paulo,SP,1,1,0,0,28.29,28.29
S02786,sa~o paulo,SP,24,24,0,1212.56,1212.56,2425.12
S02787,sa~o paulo,SP,1,1,0,0,43.28,43.28
S02788,sa~o paulo,SP,7,7,0,0,4158.58,4158.58
S02789,sa~o paulo,SP,1,1,0,27.82,0,27.82
S02791,chapeco,SC,4,4,0,0,805.83,805.83
S02794,sa~o paulo,SP,24,24,0,10022.07,10022.07,20044.14
S02804,itapevi,SP,26,26,0,0,4300.73,4300.73
S01694,curitiba,PR,18,18,0,1933.62,1933.62,3867.24
S01696,curitiba,PR,6,6,0,946.26,946.26,1892.52
S01699,curitiba,PR,13,13,0,2617.14,0,2617.14
S01701,contagem,MG,8,8,0,0,1342.23,1342.23
S01714,assis,SP,86,86,0,5477.25,5477.25,10954.5
S01718,sumare,SP,9,9,0,0,808.03,808.03
S01719,blumenau,SC,109,109,7152.86,7152.86,7152.86,21458.58
S01723,horizontina,RS,2,2,0,785.75,0,785.75
S01724,carapicuiba,SP,2,2,0,0,364.93,364.93
S01727,anapolis,GO,2,2,0,0,182.37,182.37
S01729,andradas,MG,24,24,0,13036.56,0,13036.56
S01733,caucaia,CE,27,27,0,3347.25,3347.25,6694.5
S01737,sa~o paulo,SP,16,16,0,0,1888.64,1888.64
S01741,curitiba,PR,4,4,0,0,316.12,316.12
S01750,sorocaba,SP,2,2,0,1417.6,1417.6,2835.2
S01752,criciuma,SC,1,1,0,2028.75,0,2028.75
S01755,barueri,SP,78,78,0,4615.76,4615.76,9231.52
S01756,sa~o paulo,SP,7,7,0,840.33,0,840.33
S01758,ipatinga,MG,15,15,0,3039.12,3039.12,6078.24
S01760,tiradentes,MG,15,15,0,2313.38,2313.38,4626.76
S01762,sa~o paulo,SP,5,5,0,0,8483.35,8483.35
S01766,sa~o paulo,SP,22,22,1089.86,1089.86,0,2179.72
S01768,laranjal paulista,SP,3,3,0,0,397.13,397.13
S01771,sa~o paulo,SP,4,4,0,369.42,369.42,738.84
S01780,blumenau,SC,1,1,0,0,179.12,179.12
S01782,maringa,PR,1,1,0,0,72.18,72.18
S01785,curitiba,PR,23,23,0,4894.36,4894.36,9788.72
S01786,sa~o paulo,SP,4,4,0,389.22,389.22,778.44
S01788,rodeio,SC,9,9,0,989.58,989.58,1979.16
S01794,palhoca,SC,6,6,0,0,1028.66,1028.66
S01798,São Bernardo do Campo,SP,8,8,0,367,367,734
S01799,sa~o paulo,SP,345,345,0,10901.32,10901.32,21802.64
S01802,curitiba,PR,1,1,0,152.47,0,152.47
S01809,sa~o paulo,SP,3,3,0,125.93,0,125.93
S01811,porto alegre,RS,3,3,0,0,824.18,824.18
S01813,santo andre,SP,5,5,0,1195.15,0,1195.15
S01820,sa~o paulo,SP,1,1,0,0,168.29,168.29
S01827,varginha,MG,22,22,0,10148.77,10148.77,20297.54
S01830,palotina,PR,1,1,0,0,28.22,28.22
S01837,sao jose dos campos,SP,71,71,0,3907.7,3907.7,7815.4
S01838,sa~o paulo,SP,63,63,0,19957.01,19957.01,39914.02
S01842,ibia,MG,38,38,0,4214.6,4214.6,8429.2
S01849,araraquara,SP,33,33,0,3559.68,3559.68,7119.36
S01854,sa~o paulo,SP,1,1,0,0,97.78,97.78
S01855,lorena,SP,5,5,0,598.87,598.87,1197.74
S01856,rio verde,GO,15,15,0,0,4399.79,4399.79
S01863,sa~o paulo,SP,100,100,0,4110.22,4110.22,8220.44
S01864,sarandi,PR,2,2,0,0,211.67,211.67
S01865,sa~o paulo,SP,2,2,0,187.42,0,187.42
S01866,macae,RJ,1,1,0,36.7,0,36.7
S01872,sa~o paulo,SP,1,1,0,0,36.45,36.45
S01879,luziania,GO,16,16,0,2720.93,2720.93,5441.86
S01884,janauba,MG,1,1,0,373.82,0,373.82
S01885,sa~o paulo,SP,48,48,0,2094.41,2094.41,4188.82
S01886,vicente de carvalho,SP,174,174,0,9606.43,9606.43,19212.86
S01891,sa~o paulo,SP,4,4,0,1526.92,1526.92,3053.84
S01893,São José dos Pinhais,PR,2,2,0,0,118.37,118.37
S01906,curitiba,PR,1,1,0,195.43,0,195.43
S01909,birigui,SP,5,5,0,0,583.23,583.23
S01912,ibitinga,SP,2,2,0,0,85.53,85.53
S01913,sa~o paulo,SP,10,10,0,434.28,434.28,868.56
S01914,leme,SP,5,5,0,349.49,349.49,698.98
S01925,foz do iguacu,PR,10,10,0,508.12,508.12,1016.24
S01927,joinville,SC,73,73,0,18148.25,18148.25,36296.5
S01928,sao leopoldo,RS,11,11,5176.3,5176.3,5176.3,15528.9
S02615,sa~o paulo,SP,4,4,0,0,134.31,134.31
S02633,bady bassitt,SP,3,3,0,0,744.81,744.81
S02636,sa~o paulo,SP,9,9,0,1757.81,1757.81,3515.62
S02640,mogi das cruzes,SP,1,1,0,0,57.69,57.69
S02641,São Bernardo do Campo,SP,1,1,0,0,775.98,775.98
S02647,Belo Horizonte,MG,40,40,0,2900.45,2900.45,5800.9
S02648,brusque,SC,9,9,0,0,1121.83,1121.83
S02650,sao sebastiao,SP,47,47,0,0,9416.2,9416.2
S02651,sa~o paulo,SP,137,137,0,5101.69,5101.69,10203.38
S02654,jaguariuna,SP,1,1,0,0,120.78,120.78
S02658,franca,SP,1,1,0,218.13,0,218.13
S02659,sa~o paulo,SP,85,85,0,5606.11,5606.11,11212.22
S02663,cachoeirinha,RS,55,55,0,21666.55,21666.55,43333.1
S02666,Belo Horizonte,MG,4,4,0,0,905.55,905.55
S02675,barretos,SP,41,41,0,3778.91,3778.91,7557.82
S02683,sa~o paulo,SP,1,1,0,0,219.27,219.27
S02686,sa~o paulo,SP,3,3,0,827.97,827.97,1655.94
S02690,recife,PE,342,342,0,0,59172.54,59172.54
S02691,sarandi,PR,10,10,0,0,978.09,978.09
S02694,jaragua do sul,SC,2,2,0,0,105.64,105.64
S02697,sa~o paulo,SP,5,5,0,0,387.68,387.68
S02698,loanda,PR,28,28,4187.63,4187.63,4187.63,12562.89
S02710,sa~o paulo,SP,29,29,0,5539.28,0,5539.28
S02712,sa~o paulo,SP,4,4,0,178.66,0,178.66
S02716,campinas,SP,8,8,0,0,1117.19,1117.19
S02718,sa~o paulo,SP,3,3,0,0,199.31,199.31
S02728,guarulhos,SP,10,10,0,0,812.73,812.73
S02731,sa~o paulo,SP,5,5,0,15200.56,0,15200.56
S02734,ipaussu,SP,68,68,0,8257.43,8257.43,16514.86
S02735,Brasilia,DF,31,31,0,2652.47,2652.47,5304.94
S02739,São Bernardo do Campo,SP,7,7,0,0,539.4,539.4
S02743,arapongas,PR,1,1,0,0,596.77,596.77
S02761,sao carlos,SP,3,3,0,0,533.86,533.86
S02764,curitiba,PR,71,71,0,31246.83,31246.83,62493.66
S02770,fazenda rio grande,PR,4,4,0,0,141.64,141.64
S02772,joinville,SC,4,4,0,269.56,0,269.56
S02775,brusque,SC,4,4,0,2353.44,2353.44,4706.88
S02776,sa~o paulo,SP,15,15,0,0,647.11,647.11
S02777,pelotas,RS,8,8,0,344.53,0,344.53
S02779,Belo Horizonte,MG,1,1,0,343.9,0,343.9
S02781,guarulhos,SP,43,43,0,1979.17,1979.17,3958.34
S02784,rio claro,SP,12,12,0,1899.96,1899.96,3799.92
S02793,santo andre,SP,29,29,0,2849.55,2849.55,5699.1
S02802,ferraz de  vasconcelos,SP,2,2,0,0,149.22,149.22
S02809,jussara,PR,88,88,0,14110.41,14110.41,28220.82
S02810,novo horizonte,SP,31,31,0,0,7086.13,7086.13
S02817,sa~o paulo,SP,34,34,0,10332.19,10332.19,20664.38
S02818,petropolis,RJ,4,4,0,0,978.43,978.43
S02822,sa~o paulo,SP,1,1,0,141.39,0,141.39
S02827,sa~o paulo,SP,4,4,0,0,89.61,89.61
S02828,santos,SP,19,19,0,0,573.4,573.4
S02829,sa~o paulo,SP,3,3,0,0,372.32,372.32
S02831,palhoca,SC,3,3,0,0,318.4,318.4
S02833,campinas,SP,9,9,0,0,1846.15,1846.15
S02844,salvador,BA,2,2,0,0,108,108
S02845,paulinia,SP,11,11,0,3925.46,3925.46,7850.92
S02852,lencois paulista,SP,87,87,0,9571.21,9571.21,19142.42
S02859,limeira,SP,12,12,0,0,3897.31,3897.31
S02861,itatiba,SP,36,36,0,4881.38,4881.38,9762.76
S02863,curitiba,PR,16,16,1428.11,0,0,1428.11
S02866,indaial,SC,4,4,0,0,3686.68,3686.68
S02870,santos,SP,15,15,0,0,748.78,748.78
S02871,mogi guacu,SP,8,8,0,483.45,0,483.45
S02881,sa~o paulo,SP,25,25,0,3822.3,3822.3,7644.6
S01935,contagem,MG,3,3,0,1039.47,0,1039.47
S01937,ibitinga,SP,1,1,0,79.56,0,79.56
S01938,taubate,SP,17,17,0,0,1454.54,1454.54
S01946,franca,SP,16,16,0,1269.55,1269.55,2539.1
S01950,sapiranga,RS,1,1,0,46.01,0,46.01
S01951,curitiba,PR,4,4,0,0,248.64,248.64
S01960,sorocaba,SP,1,1,0,0,135.49,135.49
S01961,jundiai,SP,8,8,0,948.53,948.53,1897.06
S01963,sorocaba,SP,66,66,0,3324.45,3324.45,6648.9
S01964,sa~o paulo,SP,9,9,0,0,910.88,910.88
S01976,barra mansa,RJ,1,1,0,120.3,0,120.3
S01979,sao jose do rio preto,SP,44,44,0,9163.96,9163.96,18327.92
S01980,florianopolis,SC,10,10,0,422.26,422.26,844.52
S01981,curitiba,PR,3,3,0,270.54,270.54,541.08
S01990,sao bernardo do capo,SP,2,2,0,218.75,0,218.75
S01991,orlandia,SP,1,1,0,0,153.54,153.54
S01992,salvador,BA,34,34,0,5036.2,5036.2,10072.4
S01993,ibitinga,SP,138,138,0,15788.42,15788.42,31576.84
S01994,curitiba,PR,26,26,0,5577.74,5577.74,11155.48
S02004,blumenau,SC,8,8,0,1246.51,1246.51,2493.02
S02005,sa~o paulo,SP,98,98,0,9749.48,9749.48,19498.96
S02012,ji parana,RO,8,8,0,1621.13,1621.13,3242.26
S02016,socorro,SP,21,21,0,0,1937.95,1937.95
S02018,campo mourao,PR,55,55,0,16120.66,16120.66,32241.32
S02024,sa~o paulo,SP,1,1,0,0,249.08,249.08
S02025,sa~o paulo,SP,134,134,0,15474.38,15474.38,30948.76
S02026,presidente prudente,SP,6,6,0,1041.04,1041.04,2082.08
S02030,mandaguari,PR,2,2,0,1013.7,0,1013.7
S02033,itirapina,SP,4,4,0,0,373.07,373.07
S02039,vila velha,ES,1,1,0,0,410.91,410.91
S02041,serra,ES,6,6,0,0,405.27,405.27
S02047,nilopolis,RJ,24,24,0,3697.51,3697.51,7395.02
S02060,santo andre,SP,48,48,0,3678.07,3678.07,7356.14
S02063,timbo,SC,108,108,11461.62,11461.62,11461.62,34384.86
S02067,tupa,SP,2,2,0,53.83,0,53.83
S02069,paraiso do sul,RS,5,5,0,403.43,403.43,806.86
S02078,canoas,RS,104,104,0,15792.23,15792.23,31584.46
S02079,ribeirao preto,SP,4,4,0,0,833.77,833.77
S02080,aruja,SP,8,8,0,971.43,971.43,1942.86
S02083,sa~o paulo,SP,10,10,0,551.37,551.37,1102.74
S02089,curitiba,PR,11,11,0,829.75,829.75,1659.5
S02091,novo hamburgo,RS,1,1,0,80.89,0,80.89
S02100,claudio,MG,20,20,0,1307.74,1307.74,2615.48
S02102,rio de janeiro,RJ,5,5,0,0,379.48,379.48
S02103,franca,SP,1,1,0,141.53,0,141.53
S02111,mateus leme,MG,24,24,0,7978.39,7978.39,15956.78
S02114,bauru,SP,1,1,0,0,32.84,32.84
S02120,birigui,SP,2,2,0,250.89,0,250.89
S02122,campinas,SP,11,11,0,769,769,1538
S02124,guarulhos,SP,7,7,0,1024.63,1024.63,2049.26
